Data,Descriere,Suma,Sold Curent
2024-12-29,Vanzare OLX, 2737.23, 22544.70
2024-12-29,Plata POS Spotify Plosca,-254.79, 22289.91
2024-12-30,Plata POS MEGA IMAGE Berceni,-39.33, 22250.58
2024-12-30,Plata POS LIDL Tasnad,-230.27, 22020.31
2024-12-31,Plata POS Carturesti Odobesti,-780.21, 21240.10
2024-12-31,Plata POS EON GAZ Breaza de Sus,-912.24, 20327.86
2024-12-31,Plata POS Farmacia Tei Reghin,-829.86, 19498.00
2024-12-31,Plata POS LIDL Vicovu de Sus,-414.45, 19083.55
2025-01-01,Incasare Salariu Firma SRL, 4254.44, 23337.99
2025-01-01,Plata POS MEGA IMAGE Marginea,-630.56, 22707.43
2025-01-01,Plata POS ENEL Sovata,-761.72, 21945.71
2025-01-01,Plata POS Farmacia Tei Fieni,-482.22, 21463.49
2025-01-01,Plata POS EON GAZ Murfatlar,-633.81, 20829.68
2025-01-01,Incasare Salariu Firma SRL, 1786.10, 22615.78
2025-01-02,Plata POS Glovo Arbore,-888.28, 21727.50
2025-01-02,Plata POS Farmacia Tei Moreni,-619.18, 21108.32
2025-01-02,Plata POS Farmacia Tei Bocsa,-773.75, 20334.57
2025-01-02,Plata POS LIDL Beclean,-451.45, 19883.12
2025-01-02,Plata POS Spotify Diosig,-259.91, 19623.21
2025-01-02,Plata POS Carrefour Bacau,-605.73, 19017.48
2025-01-05,Plata POS MEGA IMAGE Beclean,-963.12, 18054.36
2025-01-05,Plata POS Spotify Siret,-318.24, 17736.12
2025-01-05,Plata POS MEGA IMAGE Sangeorz-Bai,-713.50, 17022.62
2025-01-06,Plata POS Netflix Homocea,-923.15, 16099.47
2025-01-07,Plata POS Bolt Food Motatei,-930.43, 15169.04
2025-01-08,Plata POS Netflix Santana,-668.73, 14500.31
2025-01-08,Plata POS OMV PETROM Santana,-626.99, 13873.32
2025-01-09,Plata POS Carrefour Falticeni,-791.37, 13081.95
2025-01-10,Plata POS OMV PETROM Harlau,-205.38, 12876.57
2025-01-10,Plata POS Netflix Corund,-671.34, 12205.23
2025-01-10,Plata POS Carrefour Campina,-834.03, 11371.20
2025-01-10,Plata POS Bolt Food Murfatlar,-52.99, 11318.21
2025-01-12,Plata POS Carrefour Bailesti,-497.65, 10820.56
2025-01-12,Plata POS Glovo Mihail Kogalniceanu,-448.42, 10372.14
2025-01-13,Incasare Salariu Firma SRL, 1627.99, 12000.13
2025-01-13,Plata POS LIDL Sebes,-892.91, 11107.22
2025-01-14,Plata POS Carrefour Seini,-765.90, 10341.32
2025-01-14,Plata POS Glovo Nadlac,-824.80, 9516.52
2025-01-14,Incasare Salariu Firma SRL, 2645.14, 12161.66
2025-01-14,Transfer de la Popescu Ion, 1843.95, 14005.61
2025-01-15,Vanzare OLX, 2328.37, 16333.98
2025-01-15,Plata POS Glovo Alba Iulia,-48.21, 16285.77
2025-01-16,Plata POS EON GAZ Marasesti,-67.28, 16218.49
2025-01-16,Restituire Taxe, 3412.99, 19631.48
2025-01-16,Plata POS Carturesti Cristuru Secuiesc,-687.02, 18944.46
2025-01-17,Plata POS MEGA IMAGE Dragasani,-378.95, 18565.51
2025-01-17,Restituire Taxe, 3930.43, 22495.94
2025-01-18,Plata POS ENEL Oradea,-323.99, 22171.95
2025-01-18,Vanzare OLX, 3969.80, 26141.75
2025-01-18,Vanzare OLX, 1328.94, 27470.69
2025-01-19,Incasare Salariu Firma SRL, 4513.59, 31984.28
2025-01-19,Vanzare OLX, 363.34, 32347.62
2025-01-19,Plata POS LIDL Giarmata,-926.40, 31421.22
2025-01-20,Plata POS Netflix Nasaud,-747.72, 30673.50
2025-01-20,Plata POS LIDL Popesti-Leordeni,-600.77, 30072.73
2025-01-20,Plata POS Farmacia Tei Baia Sprie,-921.61, 29151.12
2025-01-20,Plata POS OMV PETROM Calan,-221.54, 28929.58
2025-01-20,Plata POS LIDL Pecica,-986.86, 27942.72
2025-01-21,Plata POS EON GAZ Iernut,-232.46, 27710.26
2025-01-21,Plata POS Carturesti Santana,-182.14, 27528.12
2025-01-21,Plata POS Bolt Food Domnesti,-47.66, 27480.46
2025-01-22,Incasare Salariu Firma SRL, 935.71, 28416.17
2025-01-23,Plata POS Bolt Food Mihail Kogalniceanu,-725.23, 27690.94
2025-01-23,Plata POS Glovo Pipera (Voluntari),-513.46, 27177.48
2025-01-24,Plata POS Netflix Baile Borsa,-555.91, 26621.57
2025-01-24,Plata POS ENEL Matca,-233.63, 26387.94
2025-01-25,Plata POS Carrefour Sighisoara,-282.37, 26105.57
2025-01-25,Vanzare OLX, 3330.12, 29435.69
2025-01-25,Plata POS OMV PETROM Rosu,-306.87, 29128.82
2025-01-25,Vanzare OLX, 2915.02, 32043.84
2025-01-25,Incasare Salariu Firma SRL, 1944.17, 33988.01
2025-01-26,Restituire Taxe, 1985.43, 35973.44
2025-01-26,Transfer de la Popescu Ion, 3011.64, 38985.08
2025-01-26,Plata POS Farmacia Tei Poiana Mare,-729.83, 38255.25
2025-01-27,Plata POS EON GAZ Straja,-870.81, 37384.44
2025-01-27,Plata POS OMV PETROM Targu Secuiesc,-71.61, 37312.83
2025-01-28,Plata POS Carrefour Falticeni,-357.77, 36955.06
2025-01-28,Plata POS Spotify Fagetel (Remetea),-225.63, 36729.43
2025-01-29,Plata POS Farmacia Tei Savinesti (Poiana Teiului),-240.84, 36488.59
2025-01-30,Plata POS OMV PETROM Rasinari,-444.63, 36043.96
2025-01-30,Incasare PFA Factura, 394.89, 36438.85
2025-01-30,Vanzare OLX, 1611.39, 38050.24
2025-01-31,Plata POS Netflix Calan,-764.13, 37286.11
2025-01-31,Plata POS EON GAZ Pitesti,-681.25, 36604.86
2025-01-31,Plata POS Glovo Sacueni,-50.64, 36554.22
2025-01-31,Incasare Salariu Firma SRL, 3318.14, 39872.36
2025-02-01,Plata POS Carrefour Buzau,-301.55, 39570.81
2025-02-02,Plata POS Glovo Urziceni,-501.06, 39069.75
2025-02-02,Transfer de la Popescu Ion, 2471.97, 41541.72
2025-02-02,Plata POS OMV PETROM Buzau,-524.10, 41017.62
2025-02-02,Plata POS Spotify Videle,-366.78, 40650.84
2025-02-02,Plata POS MEGA IMAGE Podu Iloaiei,-708.26, 39942.58
2025-02-03,Plata POS Spotify Rosu,-538.96, 39403.62
2025-02-03,Transfer de la Popescu Ion, 732.17, 40135.79
2025-02-04,Plata POS Farmacia Tei Dobroesti,-866.42, 39269.37
2025-02-04,Plata POS Farmacia Tei Mizil,-184.11, 39085.26
2025-02-05,Plata POS EON GAZ Gaesti,-321.90, 38763.36
2025-02-05,Plata POS MEGA IMAGE Sacele,-812.06, 37951.30
2025-02-05,Plata POS OMV PETROM Baicoi,-715.59, 37235.71
2025-02-05,Plata POS Carturesti Pitesti,-403.41, 36832.30
2025-02-05,Plata POS ENEL Bolintin-Vale,-464.30, 36368.00
2025-02-05,Plata POS Glovo Tudora,-174.27, 36193.73
2025-02-07,Plata POS Carrefour Orsova,-658.58, 35535.15
2025-02-07,Plata POS LIDL Medgidia,-171.02, 35364.13
2025-02-08,Plata POS EON GAZ Dumbraveni,-489.79, 34874.34
2025-02-08,Plata POS EON GAZ Dragu-Brad,-125.33, 34749.01
2025-02-08,Restituire Taxe, 821.78, 35570.79
2025-02-09,Plata POS Farmacia Tei Ploiesti,-280.62, 35290.17
2025-02-09,Plata POS Farmacia Tei Feldru,-700.67, 34589.50
2025-02-10,Plata POS MEGA IMAGE Bolintin-Vale,-454.65, 34134.85
2025-02-11,Plata POS EON GAZ Targu Mures,-535.42, 33599.43
2025-02-13,Plata POS Carturesti Zalau,-293.03, 33306.40
2025-02-13,Plata POS Bolt Food Huedin,-436.81, 32869.59
2025-02-14,Plata POS Netflix Rasnov Romacril,-95.94, 32773.65
2025-02-17,Plata POS ENEL Orsova,-403.68, 32369.97
2025-02-17,Transfer de la Popescu Ion, 1447.61, 33817.58
2025-02-17,Plata POS ENEL Curtea de Arges,-436.91, 33380.67
2025-02-18,Restituire Taxe, 350.49, 33731.16
2025-02-18,Incasare Salariu Firma SRL, 4749.58, 38480.74
2025-02-19,Plata POS ENEL Busteni,-941.29, 37539.45
2025-02-19,Plata POS Netflix Toflea,-557.37, 36982.08
2025-02-19,Plata POS Carrefour Motatei,-659.06, 36323.02
2025-02-19,Plata POS Carturesti Titu,-55.94, 36267.08
2025-02-19,Incasare PFA Factura, 2106.31, 38373.39
2025-02-19,Plata POS Netflix Sighetu Marmatiei,-101.48, 38271.91
2025-02-19,Plata POS Spotify Buzau,-875.00, 37396.91
2025-02-20,Plata POS LIDL Dragu-Brad,-940.13, 36456.78
2025-02-20,Vanzare OLX, 1615.05, 38071.83
2025-02-20,Plata POS Glovo Fagaras,-970.81, 37101.02
2025-02-20,Plata POS Farmacia Tei Pancota,-864.52, 36236.50
2025-02-21,Plata POS LIDL Odobesti,-697.29, 35539.21
2025-02-21,Plata POS LIDL Moldova Veche,-823.63, 34715.58
2025-02-21,Plata POS Carturesti Dragalina,-670.74, 34044.84
2025-02-22,Plata POS Carturesti Fieni,-482.71, 33562.13
2025-02-22,Plata POS Farmacia Tei Balan,-576.40, 32985.73
2025-02-22,Incasare Salariu Firma SRL, 1573.13, 34558.86
2025-02-22,Plata POS ENEL Roseti,-712.97, 33845.89
2025-02-22,Plata POS ENEL Brad,-800.92, 33044.97
2025-02-23,Incasare PFA Factura, 3707.72, 36752.69
2025-02-23,Plata POS Spotify Marginea,-543.55, 36209.14
2025-02-23,Plata POS MEGA IMAGE Modelu,-996.17, 35212.97
2025-02-24,Transfer de la Popescu Ion, 3589.52, 38802.49
2025-02-24,Plata POS Carturesti Bocsa,-544.62, 38257.87
2025-02-25,Vanzare OLX, 3824.45, 42082.32
2025-02-25,Incasare Salariu Firma SRL, 2665.25, 44747.57
2025-02-25,Plata POS Spotify Topoloveni,-202.77, 44544.80
2025-02-26,Plata POS Netflix Simleu Silvaniei,-246.68, 44298.12
2025-02-26,Plata POS Carturesti Paunesti,-941.95, 43356.17
2025-02-26,Plata POS Bolt Food Sinaia,-195.21, 43160.96
2025-02-26,Plata POS Spotify Buhusi,-202.58, 42958.38
2025-02-27,Plata POS LIDL Avrig,-209.72, 42748.66
2025-02-27,Plata POS Spotify Titu,-866.08, 41882.58
2025-02-28,Incasare Salariu Firma SRL, 1555.99, 43438.57
2025-03-01,Plata POS ENEL Targu Jiu,-803.55, 42635.02
2025-03-01,Plata POS Netflix Rasnov,-106.48, 42528.54
2025-03-01,Transfer de la Popescu Ion, 438.44, 42966.98
2025-03-01,Plata POS Farmacia Tei Uricani,-332.29, 42634.69
2025-03-01,Plata POS Farmacia Tei Harlau,-822.46, 41812.23
2025-03-02,Plata POS Bolt Food Remetea,-810.19, 41002.04
2025-03-02,Plata POS OMV PETROM Huedin,-777.12, 40224.92
2025-03-02,Plata POS LIDL Sovata,-211.17, 40013.75
2025-03-03,Transfer de la Popescu Ion, 3038.58, 43052.33
2025-03-03,Plata POS Glovo Giurgiu,-187.77, 42864.56
2025-03-03,Plata POS Netflix Vaslui,-166.60, 42697.96
2025-03-03,Plata POS EON GAZ Sinaia,-241.08, 42456.88
2025-03-03,Plata POS Bolt Food Mizil,-138.80, 42318.08
2025-03-04,Plata POS Carrefour Babadag,-468.50, 41849.58
2025-03-04,Plata POS Netflix Gheorgheni,-387.69, 41461.89
2025-03-04,Plata POS Netflix Medias,-929.20, 40532.69
2025-03-04,Incasare PFA Factura, 2128.09, 42660.78
2025-03-05,Transfer de la Popescu Ion, 171.31, 42832.09
2025-03-06,Plata POS Carturesti Reghin,-530.78, 42301.31
2025-03-06,Transfer de la Popescu Ion, 2712.14, 45013.45
2025-03-06,Plata POS Carturesti Targu Secuiesc,-416.94, 44596.51
2025-03-07,Plata POS OMV PETROM Gugesti,-154.61, 44441.90
2025-03-08,Plata POS Bolt Food Ineu,-160.43, 44281.47
2025-03-09,Plata POS Bolt Food Sebes,-74.68, 44206.79
2025-03-09,Plata POS Spotify Tuzla,-733.80, 43472.99
2025-03-10,Plata POS Carturesti Negresti,-157.22, 43315.77
2025-03-10,Plata POS EON GAZ Pechea,-544.29, 42771.48
2025-03-10,Transfer de la Popescu Ion, 2384.38, 45155.86
2025-03-10,Plata POS MEGA IMAGE Ocna Mures,-769.41, 44386.45
2025-03-10,Vanzare OLX, 3337.99, 47724.44
2025-03-11,Incasare Salariu Firma SRL, 4617.40, 52341.84
2025-03-11,Plata POS Spotify Segarcea,-564.58, 51777.26
2025-03-12,Plata POS Farmacia Tei Podu Iloaiei,-708.40, 51068.86
2025-03-12,Restituire Taxe, 4692.55, 55761.41
2025-03-12,Plata POS OMV PETROM Tunari,-258.54, 55502.87
2025-03-12,Incasare Salariu Firma SRL, 4355.56, 59858.43
2025-03-12,Plata POS OMV PETROM Rasnov Romacril,-933.16, 58925.27
2025-03-12,Plata POS Glovo Darabani,-779.18, 58146.09
2025-03-13,Plata POS Glovo Pancota,-651.04, 57495.05
2025-03-13,Plata POS Carrefour Feldru,-563.49, 56931.56
2025-03-13,Plata POS MEGA IMAGE Zarnesti,-373.47, 56558.09
2025-03-13,Plata POS Carturesti Savinesti (Poiana Teiului),-440.70, 56117.39
2025-03-14,Plata POS Netflix Constanta,-605.55, 55511.84
2025-03-14,Transfer de la Popescu Ion, 3651.19, 59163.03
2025-03-14,Plata POS Spotify Hateg,-614.82, 58548.21
2025-03-14,Plata POS LIDL Cernavoda,-472.09, 58076.12
2025-03-15,Plata POS EON GAZ Deta,-103.04, 57973.08
2025-03-15,Incasare Salariu Firma SRL, 3475.38, 61448.46
2025-03-16,Plata POS Glovo Vladimirescu,-726.78, 60721.68
2025-03-16,Plata POS Carrefour Timisoara,-647.90, 60073.78
2025-03-16,Plata POS ENEL Blaj,-785.30, 59288.48
2025-03-16,Plata POS Carrefour Tomesti,-121.16, 59167.32
2025-03-16,Incasare PFA Factura, 3960.66, 63127.98
2025-03-16,Plata POS LIDL Roseti,-768.25, 62359.73
2025-03-17,Plata POS Carturesti Comanesti,-180.22, 62179.51
2025-03-17,Plata POS EON GAZ Braila,-871.88, 61307.63
2025-03-17,Plata POS ENEL Navodari,-231.45, 61076.18
2025-03-18,Plata POS OMV PETROM Raducaneni,-774.01, 60302.17
2025-03-18,Incasare Salariu Firma SRL, 580.70, 60882.87
2025-03-18,Transfer de la Popescu Ion, 4667.17, 65550.04
2025-03-18,Incasare Salariu Firma SRL, 3972.49, 69522.53
2025-03-18,Plata POS Netflix Negresti-Oas,-880.40, 68642.13
2025-03-19,Plata POS Glovo Eforie Nord,-523.45, 68118.68
2025-03-19,Incasare PFA Factura, 4380.53, 72499.21
2025-03-19,Plata POS LIDL Dobroesti,-188.96, 72310.25
2025-03-20,Incasare PFA Factura, 3919.38, 76229.63
2025-03-20,Plata POS MEGA IMAGE Babeni,-622.33, 75607.30
2025-03-21,Plata POS ENEL Bolintin-Vale,-54.78, 75552.52
2025-03-21,Restituire Taxe, 1287.80, 76840.32
2025-03-21,Plata POS MEGA IMAGE Draganesti-Olt,-679.92, 76160.40
2025-03-22,Plata POS OMV PETROM Targu Lapus,-727.95, 75432.45
2025-03-22,Plata POS Glovo Oituz,-167.70, 75264.75
2025-03-22,Plata POS EON GAZ Bistrita,-582.89, 74681.86
2025-03-22,Plata POS Carturesti Braila,-751.54, 73930.32
2025-03-23,Plata POS Netflix Giroc,-296.93, 73633.39
2025-03-24,Plata POS LIDL Domnesti,-52.47, 73580.92
2025-03-24,Plata POS Glovo Cluj-Napoca,-703.80, 72877.12
2025-03-25,Plata POS Carturesti Piatra-Neamt,-524.37, 72352.75
2025-03-25,Plata POS Glovo Alesd,-668.66, 71684.09
2025-03-25,Plata POS OMV PETROM Caransebes,-79.00, 71605.09
2025-03-26,Plata POS Glovo Marginea,-276.53, 71328.56
2025-03-26,Incasare PFA Factura, 3537.25, 74865.81
2025-03-27,Plata POS Bolt Food Campulung Moldovenesc,-110.22, 74755.59
2025-03-27,Plata POS ENEL Baraolt,-595.07, 74160.52
2025-03-27,Plata POS ENEL Roman,-631.96, 73528.56
2025-03-27,Plata POS Carrefour Magurele,-848.82, 72679.74
2025-03-29,Plata POS MEGA IMAGE Victoria,-308.33, 72371.41
2025-03-29,Transfer de la Popescu Ion, 4178.98, 76550.39
2025-03-29,Plata POS ENEL Nadlac,-270.68, 76279.71
2025-03-29,Restituire Taxe, 1265.32, 77545.03
2025-03-29,Plata POS ENEL Pecica,-764.81, 76780.22
2025-03-30,Plata POS Netflix Marghita,-761.26, 76018.96
2025-03-30,Vanzare OLX, 4286.62, 80305.58
2025-03-30,Transfer de la Popescu Ion, 3909.74, 84215.32
2025-03-30,Plata POS Spotify Rasinari,-872.42, 83342.90
2025-03-31,Restituire Taxe, 1398.68, 84741.58
2025-03-31,Plata POS Carturesti Dragalina,-268.28, 84473.30
2025-03-31,Plata POS Carturesti Harsova,-410.70, 84062.60
2025-04-01,Incasare Salariu Firma SRL, 1518.78, 85581.38
2025-04-01,Plata POS EON GAZ Moldova Veche,-296.37, 85285.01
2025-04-02,Plata POS Spotify Domnesti,-31.01, 85254.00
2025-04-03,Plata POS EON GAZ Craiova,-908.74, 84345.26
2025-04-03,Plata POS Farmacia Tei Greci,-725.85, 83619.41
2025-04-03,Plata POS Carturesti Savinesti,-655.21, 82964.20
2025-04-04,Plata POS OMV PETROM Cernavoda,-777.58, 82186.62
2025-04-04,Plata POS LIDL Orsova,-379.07, 81807.55
2025-04-04,Plata POS LIDL Slobozia,-49.11, 81758.44
2025-04-04,Plata POS LIDL Peretu,-996.52, 80761.92
2025-04-04,Plata POS Carturesti Zalau,-45.13, 80716.79
2025-04-04,Incasare PFA Factura, 4092.45, 84809.24
2025-04-05,Vanzare OLX, 2537.36, 87346.60
2025-04-05,Plata POS MEGA IMAGE Tunari,-506.27, 86840.33
2025-04-05,Transfer de la Popescu Ion, 1762.46, 88602.79
2025-04-06,Plata POS MEGA IMAGE Adjud,-318.56, 88284.23
2025-04-06,Transfer de la Popescu Ion, 292.65, 88576.88
2025-04-06,Plata POS OMV PETROM Baia Sprie,-615.36, 87961.52
2025-04-07,Plata POS Bolt Food Miercurea-Ciuc,-679.90, 87281.62
2025-04-07,Plata POS Glovo Mihail Kogalniceanu,-620.76, 86660.86
2025-04-07,Plata POS Netflix Vatra Dornei,-765.90, 85894.96
2025-04-07,Plata POS Carturesti Urziceni,-332.70, 85562.26
2025-04-08,Vanzare OLX, 3881.65, 89443.91
2025-04-08,Plata POS LIDL Tomesti,-702.24, 88741.67
2025-04-09,Plata POS Bolt Food Resita,-610.66, 88131.01
2025-04-09,Plata POS Bolt Food Craiova,-277.97, 87853.04
2025-04-09,Plata POS OMV PETROM Curcani,-187.72, 87665.32
2025-04-09,Plata POS Carturesti Valu lui Traian,-208.58, 87456.74
2025-04-09,Plata POS LIDL Marginea,-125.67, 87331.07
2025-04-10,Plata POS LIDL Pipera (Voluntari),-293.82, 87037.25
2025-04-10,Plata POS Carturesti Poiana Mare,-481.74, 86555.51
2025-04-10,Plata POS Farmacia Tei Sebes,-155.18, 86400.33
2025-04-10,Plata POS Glovo Ianca,-467.31, 85933.02
2025-04-11,Transfer de la Popescu Ion, 4964.64, 90897.66
2025-04-11,Plata POS Spotify Fetesti,-481.25, 90416.41
2025-04-11,Plata POS LIDL Sacueni,-71.51, 90344.90
2025-04-11,Plata POS OMV PETROM Lipova,-126.32, 90218.58
2025-04-12,Vanzare OLX, 1965.95, 92184.53
2025-04-12,Plata POS Carturesti Falticeni,-173.58, 92010.95
2025-04-13,Plata POS Netflix Buhusi,-616.73, 91394.22
2025-04-13,Plata POS EON GAZ Braila,-924.89, 90469.33
2025-04-13,Transfer de la Popescu Ion, 4892.44, 95361.77
2025-04-13,Plata POS EON GAZ Corund,-452.89, 94908.88
2025-04-13,Plata POS Carturesti Dumbraveni,-455.34, 94453.54
2025-04-13,Plata POS Farmacia Tei Ineu,-121.20, 94332.34
2025-04-15,Vanzare OLX, 1878.31, 96210.65
2025-04-17,Incasare Salariu Firma SRL, 1232.92, 97443.57
2025-04-17,Plata POS OMV PETROM Zalau,-174.60, 97268.97
2025-04-17,Plata POS Glovo Curcani,-817.85, 96451.12
