Data,Descriere,Suma,Sold Curent
2025-01-24,Plata POS OMV PETROM Caracal,-40.75, 18982.53
2025-01-24,Plata POS OMV PETROM Babeni,-599.86, 18382.67
2025-01-24,Plata POS Carturesti Valea Caselor (Dragasani),-656.63, 17726.04
2025-01-24,Plata POS EON GAZ Tomesti,-103.97, 17622.07
2025-01-25,Vanzare OLX, 1153.22, 18775.29
2025-01-25,Plata POS LIDL Tunari,-844.33, 17930.96
2025-01-25,Plata POS LIDL Petrila,-292.11, 17638.85
2025-01-26,Plata POS OMV PETROM Calafat,-765.95, 16872.90
2025-01-28,Plata POS Carturesti Valea lui Mihai,-410.35, 16462.55
2025-01-29,Plata POS MEGA IMAGE Dragalina,-984.93, 15477.62
2025-01-29,Plata POS Bolt Food Drobeta-Turnu Severin,-470.26, 15007.36
2025-01-30,Transfer de la Popescu Ion, 4184.75, 19192.11
2025-01-30,Plata POS EON GAZ Hateg,-818.45, 18373.66
2025-01-31,Plata POS Farmacia Tei Ramnicu Valcea,-260.31, 18113.35
2025-01-31,Plata POS Carrefour Constanta,-295.32, 17818.03
2025-01-31,Plata POS Bolt Food Pancota,-770.66, 17047.37
2025-01-31,Plata POS MEGA IMAGE Targu Ocna,-236.96, 16810.41
2025-01-31,Plata POS Farmacia Tei Simeria,-605.51, 16204.90
2025-02-02,Incasare PFA Factura, 340.57, 16545.47
2025-02-02,Plata POS Carturesti Targu Ocna,-213.60, 16331.87
2025-02-02,Incasare Salariu Firma SRL, 4076.55, 20408.42
2025-02-02,Transfer de la Popescu Ion, 4629.18, 25037.60
2025-02-02,Plata POS ENEL Lugoj,-255.83, 24781.77
2025-02-03,Plata POS Carrefour Plosca,-871.81, 23909.96
2025-02-03,Plata POS Carrefour Bolintin-Vale,-267.29, 23642.67
2025-02-03,Plata POS ENEL Fieni,-263.37, 23379.30
2025-02-04,Incasare Salariu Firma SRL, 1516.91, 24896.21
2025-02-05,Plata POS OMV PETROM Strejnicu,-161.94, 24734.27
2025-02-06,Plata POS ENEL Arad,-925.71, 23808.56
2025-02-06,Plata POS MEGA IMAGE Dej,-489.88, 23318.68
2025-02-06,Plata POS Bolt Food Rosu,-231.70, 23086.98
2025-02-07,Plata POS Bolt Food Rosiori de Vede,-563.36, 22523.62
2025-02-08,Plata POS Spotify Pancota,-731.40, 21792.22
2025-02-08,Plata POS EON GAZ Cornetu,-35.19, 21757.03
2025-02-08,Incasare Salariu Firma SRL, 1615.11, 23372.14
2025-02-09,Plata POS OMV PETROM Modelu,-980.89, 22391.25
2025-02-09,Plata POS ENEL Slatina,-394.86, 21996.39
2025-02-09,Plata POS Netflix Vatra Dornei,-789.22, 21207.17
2025-02-10,Plata POS Carrefour Ploiesti,-447.59, 20759.58
2025-02-10,Plata POS MEGA IMAGE Timisoara,-678.04, 20081.54
2025-02-11,Plata POS LIDL Blaj,-208.36, 19873.18
2025-02-12,Plata POS Carrefour Braila,-625.13, 19248.05
2025-02-12,Plata POS Carrefour Odobesti,-511.06, 18736.99
2025-02-12,Plata POS Farmacia Tei Corund,-938.40, 17798.59
2025-02-13,Plata POS Bolt Food Magurele,-646.21, 17152.38
2025-02-13,Plata POS Spotify Alesd,-233.38, 16919.00
2025-02-13,Plata POS LIDL Slobozia,-428.77, 16490.23
2025-02-13,Plata POS ENEL Cumpana,-704.65, 15785.58
2025-02-13,Plata POS Carrefour Fundulea,-608.32, 15177.26
2025-02-14,Plata POS Bolt Food Pancota,-846.24, 14331.02
2025-02-14,Plata POS ENEL Tomesti,-420.74, 13910.28
2025-02-14,Plata POS Glovo Hunedoara,-93.61, 13816.67
2025-02-14,Plata POS Bolt Food Cernavoda,-101.33, 13715.34
2025-02-14,Plata POS Glovo Jilava,-581.13, 13134.21
2025-02-15,Plata POS Glovo Tomesti,-399.00, 12735.21
2025-02-15,Plata POS Netflix Sfantu Gheorghe,-534.78, 12200.43
2025-02-15,Plata POS OMV PETROM Strehaia,-921.01, 11279.42
2025-02-15,Restituire Taxe, 4624.33, 15903.75
2025-02-16,Plata POS MEGA IMAGE Stei,-531.13, 15372.62
2025-02-16,Restituire Taxe, 1370.84, 16743.46
2025-02-17,Restituire Taxe, 2076.81, 18820.27
2025-02-17,Plata POS Bolt Food Sibiu,-93.86, 18726.41
2025-02-17,Plata POS Farmacia Tei Modelu,-784.98, 17941.43
2025-02-17,Plata POS Spotify Beclean,-463.85, 17477.58
2025-02-17,Plata POS Farmacia Tei Baia Sprie,-831.59, 16645.99
2025-02-18,Plata POS Glovo Corund,-151.93, 16494.06
2025-02-18,Plata POS Farmacia Tei Pechea,-171.22, 16322.84
2025-02-18,Incasare Salariu Firma SRL, 1696.63, 18019.47
2025-02-18,Plata POS Glovo Suceava,-891.75, 17127.72
2025-02-20,Restituire Taxe, 3490.51, 20618.23
2025-02-20,Plata POS Carrefour Miercurea-Ciuc,-340.01, 20278.22
2025-02-21,Plata POS Spotify Afumati,-743.08, 19535.14
2025-02-21,Plata POS Carturesti Caransebes,-239.25, 19295.89
2025-02-22,Incasare PFA Factura, 229.48, 19525.37
2025-02-22,Incasare Salariu Firma SRL, 3741.61, 23266.98
2025-02-22,Plata POS EON GAZ Sancraiu de Mures,-936.84, 22330.14
2025-02-23,Plata POS ENEL Sannicolau Mare,-706.44, 21623.70
2025-02-23,Plata POS Netflix Tuzla,-786.79, 20836.91
2025-02-25,Plata POS EON GAZ Victoria,-110.15, 20726.76
2025-02-25,Plata POS MEGA IMAGE Cobadin,-447.96, 20278.80
2025-02-25,Incasare PFA Factura, 1786.25, 22065.05
2025-02-25,Plata POS Farmacia Tei Targu Ocna,-114.63, 21950.42
2025-02-26,Plata POS Bolt Food Cisnadie,-338.08, 21612.34
2025-02-26,Plata POS LIDL Lipova,-421.37, 21190.97
2025-02-26,Plata POS LIDL Breaza de Sus,-816.56, 20374.41
2025-02-26,Plata POS Glovo Sacueni,-684.18, 19690.23
2025-02-26,Incasare PFA Factura, 449.97, 20140.20
2025-02-27,Plata POS MEGA IMAGE Giarmata,-963.87, 19176.33
2025-02-27,Plata POS EON GAZ Caransebes,-64.01, 19112.32
2025-02-27,Plata POS Spotify Mizil,-179.25, 18933.07
2025-02-27,Plata POS MEGA IMAGE Comanesti,-571.80, 18361.27
2025-02-28,Plata POS Carturesti Baia Mare,-259.67, 18101.60
2025-02-28,Plata POS MEGA IMAGE Straja,-835.90, 17265.70
2025-02-28,Plata POS LIDL Remetea,-863.23, 16402.47
2025-02-28,Plata POS LIDL Deta,-164.51, 16237.96
2025-03-01,Vanzare OLX, 3023.34, 19261.30
2025-03-01,Restituire Taxe, 3993.59, 23254.89
2025-03-02,Plata POS MEGA IMAGE Pogoanele,-810.97, 22443.92
2025-03-03,Plata POS ENEL Pascani,-93.00, 22350.92
2025-03-03,Plata POS Spotify Strehaia,-867.49, 21483.43
2025-03-03,Plata POS Glovo Dragalina,-365.76, 21117.67
2025-03-03,Vanzare OLX, 305.70, 21423.37
2025-03-03,Restituire Taxe, 1387.71, 22811.08
2025-03-04,Plata POS EON GAZ Voluntari,-288.47, 22522.61
2025-03-04,Plata POS Farmacia Tei Otelu Rosu,-850.60, 21672.01
2025-03-04,Restituire Taxe, 271.34, 21943.35
2025-03-05,Plata POS MEGA IMAGE Falticeni,-217.74, 21725.61
2025-03-05,Plata POS OMV PETROM Sabaoani,-178.06, 21547.55
2025-03-05,Plata POS Netflix Lipova,-868.87, 20678.68
2025-03-05,Plata POS Bolt Food Vatra Dornei,-189.41, 20489.27
2025-03-05,Restituire Taxe, 1268.45, 21757.72
2025-03-06,Plata POS MEGA IMAGE Sighisoara,-837.79, 20919.93
2025-03-06,Plata POS LIDL Valea lui Mihai,-662.56, 20257.37
2025-03-06,Plata POS Farmacia Tei Toflea,-187.35, 20070.02
2025-03-06,Plata POS Farmacia Tei Gilau,-747.12, 19322.90
2025-03-06,Restituire Taxe, 458.03, 19780.93
2025-03-06,Plata POS MEGA IMAGE Petrosani,-91.08, 19689.85
2025-03-06,Plata POS ENEL Bocsa,-490.72, 19199.13
2025-03-07,Plata POS Carturesti Borsa,-824.78, 18374.35
2025-03-07,Plata POS MEGA IMAGE Targoviste,-167.30, 18207.05
2025-03-07,Plata POS LIDL Odorheiu Secuiesc,-594.74, 17612.31
2025-03-08,Plata POS Bolt Food Targu Jiu,-877.90, 16734.41
2025-03-08,Plata POS Netflix Draganesti-Olt,-680.33, 16054.08
2025-03-08,Plata POS Netflix Otelu Rosu,-740.83, 15313.25
2025-03-08,Vanzare OLX, 4363.21, 19676.46
2025-03-09,Incasare Salariu Firma SRL, 3454.50, 23130.96
2025-03-09,Plata POS MEGA IMAGE Plosca,-618.45, 22512.51
2025-03-09,Plata POS ENEL Targoviste,-336.64, 22175.87
2025-03-09,Incasare PFA Factura, 1785.59, 23961.46
2025-03-10,Plata POS Glovo Pipera (Voluntari),-730.52, 23230.94
2025-03-10,Plata POS Spotify Salonta,-992.58, 22238.36
2025-03-11,Plata POS Farmacia Tei Sfantu Gheorghe,-930.67, 21307.69
2025-03-11,Plata POS OMV PETROM Urziceni,-924.87, 20382.82
2025-03-11,Plata POS ENEL Pipera (Voluntari),-659.69, 19723.13
2025-03-11,Incasare Salariu Firma SRL, 434.89, 20158.02
2025-03-11,Restituire Taxe, 3429.04, 23587.06
2025-03-11,Incasare Salariu Firma SRL, 1196.28, 24783.34
2025-03-12,Plata POS ENEL Stei,-787.38, 23995.96
2025-03-12,Plata POS LIDL Urziceni,-901.72, 23094.24
2025-03-12,Plata POS Carturesti Marasesti,-412.46, 22681.78
2025-03-13,Plata POS Netflix Teius,-180.61, 22501.17
2025-03-13,Plata POS MEGA IMAGE Targu Frumos,-524.89, 21976.28
2025-03-13,Plata POS Carturesti Valea Caselor (Dragasani),-666.85, 21309.43
2025-03-13,Plata POS Spotify Pechea,-272.23, 21037.20
2025-03-13,Plata POS LIDL Piatra-Neamt,-131.77, 20905.43
2025-03-14,Plata POS Carrefour Braila,-949.91, 19955.52
2025-03-14,Plata POS Glovo Lupeni,-578.46, 19377.06
2025-03-14,Plata POS Carturesti Murfatlar,-121.98, 19255.08
2025-03-15,Transfer de la Popescu Ion, 3485.99, 22741.07
2025-03-16,Plata POS Carrefour Roman,-939.98, 21801.09
2025-03-16,Plata POS Carturesti Focsani,-762.16, 21038.93
2025-03-17,Vanzare OLX, 1390.54, 22429.47
2025-03-17,Plata POS OMV PETROM Popesti-Leordeni,-621.77, 21807.70
2025-03-17,Plata POS MEGA IMAGE Dorohoi,-108.05, 21699.65
2025-03-18,Plata POS Carturesti Sighisoara,-741.08, 20958.57
2025-03-18,Plata POS Carrefour Campulung Moldovenesc,-852.97, 20105.60
2025-03-19,Plata POS EON GAZ Mihail Kogalniceanu,-162.95, 19942.65
2025-03-19,Plata POS Carturesti Strehaia,-172.36, 19770.29
2025-03-19,Plata POS Carturesti Borsa,-398.37, 19371.92
2025-03-19,Incasare PFA Factura, 4950.17, 24322.09
2025-03-20,Plata POS Carturesti Constanta,-355.56, 23966.53
2025-03-20,Incasare PFA Factura, 3098.09, 27064.62
2025-03-21,Plata POS MEGA IMAGE Amara,-430.79, 26633.83
2025-03-21,Plata POS OMV PETROM Hateg,-742.69, 25891.14
2025-03-21,Plata POS Carturesti Fundeni,-598.95, 25292.19
2025-03-21,Incasare Salariu Firma SRL, 878.26, 26170.45
2025-03-21,Plata POS Carturesti Miercurea-Ciuc,-489.77, 25680.68
2025-03-22,Plata POS Carrefour Lugoj,-109.83, 25570.85
2025-03-22,Plata POS Netflix Sebes,-228.33, 25342.52
2025-03-23,Plata POS EON GAZ Turnu Magurele,-112.58, 25229.94
2025-03-23,Plata POS Netflix Berceni,-921.87, 24308.07
2025-03-23,Plata POS EON GAZ Urziceni,-705.39, 23602.68
2025-03-23,Plata POS Farmacia Tei Targu Neamt,-629.75, 22972.93
2025-03-24,Transfer de la Popescu Ion, 2834.69, 25807.62
2025-03-24,Plata POS ENEL Otopeni,-798.65, 25008.97
2025-03-25,Plata POS LIDL Filiasi,-376.66, 24632.31
2025-03-25,Plata POS Bolt Food Campia Turzii,-844.86, 23787.45
2025-03-25,Plata POS Netflix Rosu,-802.96, 22984.49
2025-03-26,Plata POS Bolt Food Corund,-66.76, 22917.73
2025-03-28,Plata POS Carturesti Darabani,-975.13, 21942.60
2025-03-28,Plata POS EON GAZ Baile Borsa,-108.23, 21834.37
2025-03-28,Incasare Salariu Firma SRL, 1413.18, 23247.55
2025-03-29,Plata POS Farmacia Tei Schela Cladovei,-984.43, 22263.12
2025-03-30,Plata POS EON GAZ Timisoara,-414.71, 21848.41
2025-03-30,Incasare PFA Factura, 4298.85, 26147.26
2025-03-30,Plata POS ENEL Moinesti,-33.41, 26113.85
2025-03-30,Plata POS Bolt Food Diosig,-607.61, 25506.24
2025-03-30,Restituire Taxe, 1654.10, 27160.34
2025-03-30,Plata POS Glovo Alesd,-663.84, 26496.50
2025-03-30,Incasare Salariu Firma SRL, 468.55, 26965.05
2025-03-31,Plata POS Farmacia Tei Moisei,-751.98, 26213.07
2025-03-31,Plata POS Bolt Food Motru,-859.61, 25353.46
2025-03-31,Plata POS OMV PETROM Eforie Nord,-326.03, 25027.43
2025-03-31,Plata POS Bolt Food Mihail Kogalniceanu,-252.44, 24774.99
2025-04-01,Restituire Taxe, 746.04, 25521.03
2025-04-01,Plata POS Glovo Balotesti,-674.00, 24847.03
2025-04-02,Plata POS LIDL Tecuci,-195.70, 24651.33
2025-04-02,Plata POS EON GAZ Pogoanele,-76.84, 24574.49
2025-04-03,Plata POS ENEL Dancu,-834.04, 23740.45
2025-04-03,Vanzare OLX, 3754.99, 27495.44
2025-04-03,Transfer de la Popescu Ion, 3022.34, 30517.78
2025-04-03,Transfer de la Popescu Ion, 2847.89, 33365.67
2025-04-05,Plata POS OMV PETROM Gaesti,-931.82, 32433.85
2025-04-05,Plata POS Bolt Food Dumbraveni,-686.64, 31747.21
2025-04-05,Plata POS ENEL Teius,-144.65, 31602.56
2025-04-05,Plata POS OMV PETROM Straja,-308.97, 31293.59
2025-04-06,Vanzare OLX, 3093.51, 34387.10
2025-04-06,Vanzare OLX, 2326.18, 36713.28
2025-04-06,Plata POS Carturesti Pantelimon,-220.49, 36492.79
2025-04-07,Vanzare OLX, 576.65, 37069.44
2025-04-08,Plata POS OMV PETROM Covasna,-805.21, 36264.23
2025-04-08,Plata POS Spotify Simeria,-782.65, 35481.58
2025-04-08,Plata POS Bolt Food Sadova,-623.39, 34858.19
2025-04-08,Plata POS MEGA IMAGE Cugir,-322.25, 34535.94
2025-04-08,Vanzare OLX, 1362.63, 35898.57
2025-04-09,Plata POS Netflix Schela Cladovei,-320.77, 35577.80
2025-04-10,Plata POS OMV PETROM Curtea de Arges,-86.95, 35490.85
2025-04-10,Plata POS Carrefour Pechea,-830.90, 34659.95
2025-04-10,Plata POS Carrefour Tudora,-330.99, 34328.96
2025-04-10,Plata POS EON GAZ Techirghiol,-476.79, 33852.17
2025-04-10,Plata POS Bolt Food Pantelimon,-339.33, 33512.84
2025-04-11,Incasare Salariu Firma SRL, 2355.64, 35868.48
2025-04-12,Plata POS Carturesti Fieni,-309.84, 35558.64
2025-04-12,Plata POS EON GAZ Oravita,-607.44, 34951.20
2025-04-12,Plata POS Netflix Moreni,-154.78, 34796.42
2025-04-12,Plata POS LIDL Siria,-506.70, 34289.72
2025-04-13,Plata POS ENEL Ovidiu,-467.76, 33821.96
2025-04-14,Plata POS MEGA IMAGE Feldru,-862.76, 32959.20
2025-04-14,Vanzare OLX, 4420.64, 37379.84
2025-04-14,Plata POS OMV PETROM Feldru,-741.55, 36638.29
2025-04-14,Plata POS EON GAZ Titu,-778.57, 35859.72
2025-04-15,Plata POS Netflix Remetea,-607.63, 35252.09
2025-04-15,Plata POS EON GAZ Busteni,-558.43, 34693.66
2025-04-15,Plata POS Spotify Pascani,-478.29, 34215.37
2025-04-15,Plata POS LIDL Negresti-Oas,-772.55, 33442.82
2025-04-15,Vanzare OLX, 3798.35, 37241.17
2025-04-16,Plata POS EON GAZ Corabia,-798.71, 36442.46
2025-04-16,Transfer de la Popescu Ion, 2011.94, 38454.40
2025-04-16,Plata POS Glovo Baia Sprie,-417.58, 38036.82
2025-04-16,Plata POS Spotify Otelu Rosu,-336.60, 37700.22
2025-04-17,Plata POS Carrefour Vlahita,-918.81, 36781.41
2025-04-17,Plata POS Carturesti Zimnicea,-97.38, 36684.03
2025-04-17,Plata POS LIDL Rasnov,-926.31, 35757.72
2025-04-17,Restituire Taxe, 4570.28, 40328.00
2025-04-17,Plata POS Bolt Food Topoloveni,-745.50, 39582.50
2025-04-18,Plata POS Netflix Borcea,-72.67, 39509.83
2025-04-18,Vanzare OLX, 1265.42, 40775.25
2025-04-19,Plata POS Netflix Pogoanele,-825.70, 39949.55
2025-04-19,Plata POS ENEL Ramnicu Valcea,-226.23, 39723.32
2025-04-19,Plata POS Bolt Food Seini,-176.59, 39546.73
2025-04-20,Plata POS LIDL Tandarei,-116.60, 39430.13
2025-04-20,Plata POS Spotify Pascani,-254.49, 39175.64
2025-04-20,Plata POS Glovo Talmaciu,-522.03, 38653.61
2025-04-20,Plata POS Carrefour Sinaia,-161.66, 38491.95
2025-04-21,Plata POS Carturesti Galati,-928.95, 37563.00
2025-04-21,Incasare PFA Factura, 3159.88, 40722.88
2025-04-21,Incasare Salariu Firma SRL, 1062.51, 41785.39
2025-04-21,Plata POS LIDL Uricani,-648.46, 41136.93
2025-04-22,Plata POS Spotify Bolintin-Vale,-951.20, 40185.73
2025-04-23,Plata POS EON GAZ Tarnaveni,-781.70, 39404.03
2025-04-23,Restituire Taxe, 1086.52, 40490.55
2025-04-24,Plata POS LIDL Rosiori de Vede,-49.44, 40441.11
2025-04-24,Plata POS Netflix Pipera (Voluntari),-65.73, 40375.38
2025-04-25,Plata POS MEGA IMAGE Rosu,-590.06, 39785.32
2025-04-25,Plata POS Carturesti Iernut,-579.09, 39206.23
2025-04-25,Plata POS ENEL Rasnov,-758.38, 38447.85
2025-04-26,Plata POS Spotify Eforie Nord,-317.44, 38130.41
2025-04-26,Plata POS Carturesti Ovidiu,-259.29, 37871.12
2025-04-27,Plata POS Farmacia Tei Dej,-313.65, 37557.47
2025-04-27,Transfer de la Popescu Ion, 4964.56, 42522.03
2025-04-27,Incasare PFA Factura, 2020.29, 44542.32
2025-04-28,Plata POS LIDL Lugoj,-130.66, 44411.66
2025-04-28,Incasare Salariu Firma SRL, 272.37, 44684.03
2025-04-30,Transfer de la Popescu Ion, 3201.81, 47885.84
2025-04-30,Plata POS Netflix Apahida,-805.51, 47080.33
2025-04-30,Transfer de la Popescu Ion, 2651.70, 49732.03
2025-04-30,Transfer de la Popescu Ion, 1938.53, 51670.56
2025-04-30,Plata POS Glovo Rosu,-961.38, 50709.18
2025-04-30,Plata POS Carrefour Sabaoani,-161.42, 50547.76
2025-04-30,Plata POS Bolt Food Slatina,-430.79, 50116.97
2025-04-30,Plata POS EON GAZ Ludus,-238.11, 49878.86
2025-05-01,Plata POS ENEL Dobroesti,-793.81, 49085.05
2025-05-02,Plata POS OMV PETROM Giarmata,-546.07, 48538.98
2025-05-02,Plata POS OMV PETROM Radauti,-792.14, 47746.84
2025-05-03,Plata POS EON GAZ Glina,-353.23, 47393.61
2025-05-03,Plata POS Bolt Food Cisnadie,-206.71, 47186.90
2025-05-03,Plata POS OMV PETROM Tunari,-541.96, 46644.94
2025-05-04,Plata POS Carturesti Bolintin-Vale,-432.49, 46212.45
2025-05-04,Plata POS MEGA IMAGE Ludus,-260.82, 45951.63
2025-05-04,Transfer de la Popescu Ion, 850.92, 46802.55
2025-05-04,Plata POS MEGA IMAGE Cristuru Secuiesc,-509.97, 46292.58
2025-05-05,Plata POS Carturesti Cernavoda,-757.29, 45535.29
2025-05-05,Incasare PFA Factura, 3363.04, 48898.33
2025-05-06,Plata POS Farmacia Tei Fundulea,-534.95, 48363.38
2025-05-06,Plata POS Spotify Valea Caselor (Dragasani),-274.99, 48088.39
2025-05-06,Plata POS Netflix Seini,-184.04, 47904.35
2025-05-06,Plata POS MEGA IMAGE Turnu Magurele,-865.72, 47038.63
2025-05-06,Plata POS Carturesti Baciu,-412.92, 46625.71
2025-05-07,Plata POS Bolt Food Oradea,-129.97, 46495.74
2025-05-07,Plata POS Spotify Turnu Magurele,-54.64, 46441.10
2025-05-07,Plata POS Spotify Victoria,-737.80, 45703.30
2025-05-08,Plata POS Carturesti Vicovu de Sus,-228.46, 45474.84
2025-05-08,Plata POS Carrefour Teius,-721.15, 44753.69
2025-05-08,Plata POS Farmacia Tei Miercurea-Ciuc,-884.96, 43868.73
2025-05-09,Plata POS MEGA IMAGE Baicoi,-777.55, 43091.18
2025-05-09,Plata POS ENEL Feldru,-139.98, 42951.20
2025-05-09,Plata POS Carturesti Baia Mare,-55.66, 42895.54
2025-05-10,Plata POS Carrefour Vicovu de Jos,-766.99, 42128.55
2025-05-10,Plata POS EON GAZ Sangeorgiu de Mures,-428.23, 41700.32
2025-05-11,Plata POS MEGA IMAGE Gilau,-66.52, 41633.80
2025-05-11,Plata POS OMV PETROM Cugir,-999.26, 40634.54
2025-05-12,Plata POS ENEL Giarmata,-469.43, 40165.11
2025-05-12,Plata POS Farmacia Tei Tecuci,-171.63, 39993.48
2025-05-12,Plata POS Farmacia Tei Macin,-720.09, 39273.39
2025-05-13,Plata POS Carrefour Avrig,-117.63, 39155.76
2025-05-13,Vanzare OLX, 4165.54, 43321.30
2025-05-13,Plata POS Netflix Savinesti,-711.72, 42609.58
2025-05-13,Vanzare OLX, 2748.81, 45358.39
2025-05-13,Plata POS EON GAZ Fetesti,-378.87, 44979.52
2025-05-13,Plata POS Bolt Food Mangalia,-206.35, 44773.17
2025-05-14,Plata POS Carrefour Tecuci,-359.50, 44413.67
2025-05-15,Plata POS Farmacia Tei Cugir,-284.76, 44128.91
2025-05-15,Plata POS Netflix Constanta,-199.63, 43929.28
2025-05-15,Plata POS Carturesti Vladimirescu,-963.93, 42965.35
2025-05-16,Incasare PFA Factura, 2009.01, 44974.36
2025-05-16,Plata POS Bolt Food Corund,-721.39, 44252.97
2025-05-16,Plata POS ENEL Tarnaveni,-289.25, 43963.72
2025-05-17,Plata POS Glovo Busteni,-577.49, 43386.23
2025-05-17,Plata POS Spotify Onesti,-99.54, 43286.69
2025-05-17,Plata POS Farmacia Tei Sibiu,-726.67, 42560.02
2025-05-18,Plata POS Netflix Targu Neamt,-403.98, 42156.04
2025-05-18,Plata POS Carrefour Anina,-624.50, 41531.54
2025-05-19,Plata POS LIDL Codlea,-609.34, 40922.20
2025-05-19,Plata POS Carrefour Mogosoaia,-432.23, 40489.97
2025-05-19,Plata POS Carrefour Tufesti,-785.90, 39704.07
2025-05-19,Plata POS ENEL Pecica,-255.16, 39448.91
2025-05-19,Plata POS Spotify Branesti,-188.69, 39260.22
2025-05-19,Plata POS LIDL Curtea de Arges,-613.08, 38647.14
2025-05-20,Transfer de la Popescu Ion, 3252.82, 41899.96
2025-05-20,Plata POS Netflix Deta,-632.16, 41267.80
2025-05-20,Restituire Taxe, 2962.47, 44230.27
2025-05-20,Plata POS Carturesti Fundeni,-427.27, 43803.00
2025-05-21,Plata POS Carturesti Slatina,-525.44, 43277.56
2025-05-21,Plata POS EON GAZ Macin,-881.89, 42395.67
2025-05-21,Plata POS EON GAZ Tecuci,-176.95, 42218.72
2025-05-21,Plata POS LIDL Dancu,-575.41, 41643.31
2025-05-22,Plata POS Bolt Food Harlau,-765.77, 40877.54
2025-05-22,Plata POS Bolt Food Tufesti,-913.80, 39963.74
2025-05-22,Plata POS Glovo Medias,-881.81, 39081.93
2025-05-23,Restituire Taxe, 1690.69, 40772.62
2025-05-24,Plata POS MEGA IMAGE Alexandria,-210.16, 40562.46
2025-05-24,Plata POS ENEL Talmaciu,-600.36, 39962.10
2025-05-24,Plata POS LIDL Sibiu,-945.71, 39016.39
2025-05-25,Plata POS Carrefour Tufesti,-606.82, 38409.57
2025-05-25,Plata POS ENEL Tulcea,-90.50, 38319.07
2025-05-25,Plata POS Farmacia Tei Modelu,-592.26, 37726.81
2025-05-26,Plata POS Carturesti Baile Borsa,-847.04, 36879.77
2025-05-27,Plata POS Carturesti Valea Caselor (Dragasani),-231.71, 36648.06
2025-05-27,Plata POS ENEL Valea lui Mihai,-492.71, 36155.35
2025-05-27,Plata POS ENEL Roman,-668.55, 35486.80
2025-05-27,Plata POS EON GAZ Caransebes,-403.91, 35082.89
2025-05-28,Plata POS ENEL Berceni,-616.27, 34466.62
2025-05-28,Plata POS Carrefour Borsa,-458.18, 34008.44
